audit_ts,operation,username,before,after
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 41.34, 'order_id': 10251, 'ship_via': 1, 'ship_city': 'Lyon', 'ship_name': 'Victuailles en stock', 'is_shipped': True, 'order_date': '1996-07-08', 'customer_id': 'VICTE                                                                                                                                                                                                                                                           ', 'employee_id': 3, 'ship_region': None, 'total_price': 274.59, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': '2, rue du Commerce', 'ship_country': 'France', 'shipped_date': '1996-07-15', 'required_date': '1996-08-05', 'total_discount': 0.75, 'ship_postal_code': '69004', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 51.3, 'order_id': 10252, 'ship_via': 2, 'ship_city': 'Charleroi', 'ship_name': 'Suprêmes délices', 'is_shipped': True, 'order_date': '1996-07-09', 'customer_id': 'SUPRD                                                                                                                                                                                                                                                           ', 'employee_id': 4, 'ship_region': None, 'total_price': 100.05, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Boulevard Tirou, 255', 'ship_country': 'Belgium', 'shipped_date': '1996-07-11', 'required_date': '1996-08-06', 'total_discount': 1.25, 'ship_postal_code': 'B-6000', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 51.3, 'order_id': 10252, 'ship_via': 2, 'ship_city': 'Charleroi', 'ship_name': 'Suprêmes délices', 'is_shipped': True, 'order_date': '1996-07-09', 'customer_id': 'SUPRD                                                                                                                                                                                                                                                           ', 'employee_id': 4, 'ship_region': None, 'total_price': 2641.3, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Boulevard Tirou, 255', 'ship_country': 'Belgium', 'shipped_date': '1996-07-11', 'required_date': '1996-08-06', 'total_discount': 2, 'ship_postal_code': 'B-6000', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 51.3, 'order_id': 10252, 'ship_via': 2, 'ship_city': 'Charleroi', 'ship_name': 'Suprêmes délices', 'is_shipped': True, 'order_date': '1996-07-09', 'customer_id': 'SUPRD                                                                                                                                                                                                                                                           ', 'employee_id': 4, 'ship_region': None, 'total_price': 1139.3, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Boulevard Tirou, 255', 'ship_country': 'Belgium', 'shipped_date': '1996-07-11', 'required_date': '1996-08-06', 'total_discount': 0, 'ship_postal_code': 'B-6000', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 58.17, 'order_id': 10253, 'ship_via': 2, 'ship_city': 'Rio de Janeiro', 'ship_name': 'Hanari Carnes', 'is_shipped': True, 'order_date': '1996-07-10', 'customer_id': 'HANAR                                                                                                                                                                                                                                                           ', 'employee_id': 3, 'ship_region': 'RJ', 'total_price': 698.17, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Rua do Paço, 67', 'ship_country': 'Brazil', 'shipped_date': '1996-07-16', 'required_date': '1996-07-24', 'total_discount': 0, 'ship_postal_code': '05454-876', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 58.17, 'order_id': 10253, 'ship_via': 2, 'ship_city': 'Rio de Janeiro', 'ship_name': 'Hanari Carnes', 'is_shipped': True, 'order_date': '1996-07-10', 'customer_id': 'HANAR                                                                                                                                                                                                                                                           ', 'employee_id': 3, 'ship_region': 'RJ', 'total_price': 258.17, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Rua do Paço, 67', 'ship_country': 'Brazil', 'shipped_date': '1996-07-16', 'required_date': '1996-07-24', 'total_discount': 0, 'ship_postal_code': '05454-876', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 58.17, 'order_id': 10253, 'ship_via': 2, 'ship_city': 'Rio de Janeiro', 'ship_name': 'Hanari Carnes', 'is_shipped': True, 'order_date': '1996-07-10', 'customer_id': 'HANAR                                                                                                                                                                                                                                                           ', 'employee_id': 3, 'ship_region': 'RJ', 'total_price': 662.97, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Rua do Paço, 67', 'ship_country': 'Brazil', 'shipped_date': '1996-07-16', 'required_date': '1996-07-24', 'total_discount': 0, 'ship_postal_code': '05454-876', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 22.98, 'order_id': 10254, 'ship_via': 2, 'ship_city': 'Bern', 'ship_name': 'Chop-suey Chinese', 'is_shipped': True, 'order_date': '1996-07-11', 'customer_id': 'CHOPS                                                                                                                                                                                                                                                           ', 'employee_id': 5, 'ship_region': None, 'total_price': 423.03, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Hauptstr. 31', 'ship_country': 'Switzerland', 'shipped_date': '1996-07-23', 'required_date': '1996-08-08', 'total_discount': 3.15, 'ship_postal_code': '3012', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 22.98, 'order_id': 10254, 'ship_via': 2, 'ship_city': 'Bern', 'ship_name': 'Chop-suey Chinese', 'is_shipped': True, 'order_date': '1996-07-11', 'customer_id': 'CHOPS                                                                                                                                                                                                                                                           ', 'employee_id': 5, 'ship_region': None, 'total_price': 190.98, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Hauptstr. 31', 'ship_country': 'Switzerland', 'shipped_date': '1996-07-23', 'required_date': '1996-08-08', 'total_discount': 0, 'ship_postal_code': '3012', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 22.98, 'order_id': 10254, 'ship_via': 2, 'ship_city': 'Bern', 'ship_name': 'Chop-suey Chinese', 'is_shipped': True, 'order_date': '1996-07-11', 'customer_id': 'CHOPS                                                                                                                                                                                                                                                           ', 'employee_id': 5, 'ship_region': None, 'total_price': 74.73, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Hauptstr. 31', 'ship_country': 'Switzerland', 'shipped_date': '1996-07-23', 'required_date': '1996-08-08', 'total_discount': 2.25, 'ship_postal_code': '3012', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 148.33, 'order_id': 10255, 'ship_via': 3, 'ship_city': 'Genève', 'ship_name': 'Richter Supermarkt', 'is_shipped': True, 'order_date': '1996-07-12', 'customer_id': 'RICSU                                                                                                                                                                                                                                                           ', 'employee_id': 9, 'ship_region': None, 'total_price': 452.33, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Starenweg 5', 'ship_country': 'Switzerland', 'shipped_date': '1996-07-15', 'required_date': '1996-08-09', 'total_discount': 0, 'ship_postal_code': '1204', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 148.33, 'order_id': 10255, 'ship_via': 3, 'ship_city': 'Genève', 'ship_name': 'Richter Supermarkt', 'is_shipped': True, 'order_date': '1996-07-12', 'customer_id': 'RICSU                                                                                                                                                                                                                                                           ', 'employee_id': 9, 'ship_region': None, 'total_price': 528.33, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Starenweg 5', 'ship_country': 'Switzerland', 'shipped_date': '1996-07-15', 'required_date': '1996-08-09', 'total_discount': 0, 'ship_postal_code': '1204', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 148.33, 'order_id': 10255, 'ship_via': 3, 'ship_city': 'Genève', 'ship_name': 'Richter Supermarkt', 'is_shipped': True, 'order_date': '1996-07-12', 'customer_id': 'RICSU                                                                                                                                                                                                                                                           ', 'employee_id': 9, 'ship_region': None, 'total_price': 634.83, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Starenweg 5', 'ship_country': 'Switzerland', 'shipped_date': '1996-07-15', 'required_date': '1996-08-09', 'total_discount': 0, 'ship_postal_code': '1204', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 148.33, 'order_id': 10255, 'ship_via': 3, 'ship_city': 'Genève', 'ship_name': 'Richter Supermarkt', 'is_shipped': True, 'order_date': '1996-07-12', 'customer_id': 'RICSU                                                                                                                                                                                                                                                           ', 'employee_id': 9, 'ship_region': None, 'total_price': 1468.33, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Starenweg 5', 'ship_country': 'Switzerland', 'shipped_date': '1996-07-15', 'required_date': '1996-08-09', 'total_discount': 0, 'ship_postal_code': '1204', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 13.97, 'order_id': 10256, 'ship_via': 2, 'ship_city': 'Resende', 'ship_name': 'Wellington Importadora', 'is_shipped': True, 'order_date': '1996-07-15', 'customer_id': 'WELLI                                                                                                                                                                                                                                                           ', 'employee_id': 3, 'ship_region': 'SP', 'total_price': 406.97, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Rua do Mercado, 12', 'ship_country': 'Brazil', 'shipped_date': '1996-07-17', 'required_date': '1996-08-12', 'total_discount': 0, 'ship_postal_code': '08737-363', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 13.97, 'order_id': 10256, 'ship_via': 2, 'ship_city': 'Resende', 'ship_name': 'Wellington Importadora', 'is_shipped': True, 'order_date': '1996-07-15', 'customer_id': 'WELLI                                                                                                                                                                                                                                                           ', 'employee_id': 3, 'ship_region': 'SP', 'total_price': 138.77, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Rua do Mercado, 12', 'ship_country': 'Brazil', 'shipped_date': '1996-07-17', 'required_date': '1996-08-12', 'total_discount': 0, 'ship_postal_code': '08737-363', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 81.91, 'order_id': 10257, 'ship_via': 3, 'ship_city': 'San Cristóbal', 'ship_name': 'HILARION-Abastos', 'is_shipped': True, 'order_date': '1996-07-16', 'customer_id': 'HILAA                                                                                                                                                                                                                                                           ', 'employee_id': 4, 'ship_region': 'Táchira', 'total_price': 959.41, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Carrera 22 con Ave. Carlos Soublette #8-35', 'ship_country': 'Venezuela', 'shipped_date': '1996-07-22', 'required_date': '1996-08-13', 'total_discount': 0, 'ship_postal_code': '5022', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 81.91, 'order_id': 10257, 'ship_via': 3, 'ship_city': 'San Cristóbal', 'ship_name': 'HILARION-Abastos', 'is_shipped': True, 'order_date': '1996-07-16', 'customer_id': 'HILAA                                                                                                                                                                                                                                                           ', 'employee_id': 4, 'ship_region': 'Táchira', 'total_price': 237.91, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Carrera 22 con Ave. Carlos Soublette #8-35', 'ship_country': 'Venezuela', 'shipped_date': '1996-07-22', 'required_date': '1996-08-13', 'total_discount': 0, 'ship_postal_code': '5022', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 81.91, 'order_id': 10257, 'ship_via': 3, 'ship_city': 'San Cristóbal', 'ship_name': 'HILARION-Abastos', 'is_shipped': True, 'order_date': '1996-07-16', 'customer_id': 'HILAA                                                                                                                                                                                                                                                           ', 'employee_id': 4, 'ship_region': 'Táchira', 'total_price': 168.31, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Carrera 22 con Ave. Carlos Soublette #8-35', 'ship_country': 'Venezuela', 'shipped_date': '1996-07-22', 'required_date': '1996-08-13', 'total_discount': 0, 'ship_postal_code': '5022', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 140.51, 'order_id': 10258, 'ship_via': 1, 'ship_city': 'Graz', 'ship_name': 'Ernst Handel', 'is_shipped': True, 'order_date': '1996-07-17', 'customer_id': 'ERNSH                                                                                                                                                                                                                                                           ', 'employee_id': 1, 'ship_region': None, 'total_price': 1232.51, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Kirchgasse 6', 'ship_country': 'Austria', 'shipped_date': '1996-07-23', 'required_date': '1996-08-14', 'total_discount': 13, 'ship_postal_code': '8010', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 140.51, 'order_id': 10258, 'ship_via': 1, 'ship_city': 'Graz', 'ship_name': 'Ernst Handel', 'is_shipped': True, 'order_date': '1996-07-17', 'customer_id': 'ERNSH                                                                                                                                                                                                                                                           ', 'employee_id': 1, 'ship_region': None, 'total_price': 292.91, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Kirchgasse 6', 'ship_country': 'Austria', 'shipped_date': '1996-07-23', 'required_date': '1996-08-14', 'total_discount': 1.2, 'ship_postal_code': '8010', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 140.51, 'order_id': 10258, 'ship_via': 1, 'ship_city': 'Graz', 'ship_name': 'Ernst Handel', 'is_shipped': True, 'order_date': '1996-07-17', 'customer_id': 'ERNSH                                                                                                                                                                                                                                                           ', 'employee_id': 1, 'ship_region': None, 'total_price': 890.51, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Kirchgasse 6', 'ship_country': 'Austria', 'shipped_date': '1996-07-23', 'required_date': '1996-08-14', 'total_discount': 10, 'ship_postal_code': '8010', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 3.25, 'order_id': 10259, 'ship_via': 3, 'ship_city': 'México D.F.', 'ship_name': 'Centro comercial Moctezuma', 'is_shipped': True, 'order_date': '1996-07-18', 'customer_id': 'CENTC                                                                                                                                                                                                                                                           ', 'employee_id': 4, 'ship_region': None, 'total_price': 83.25, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Sierras de Granada 9993', 'ship_country': 'Mexico', 'shipped_date': '1996-07-25', 'required_date': '1996-08-15', 'total_discount': 0, 'ship_postal_code': '05022', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 3.25, 'order_id': 10259, 'ship_via': 3, 'ship_city': 'México D.F.', 'ship_name': 'Centro comercial Moctezuma', 'is_shipped': True, 'order_date': '1996-07-18', 'customer_id': 'CENTC                                                                                                                                                                                                                                                           ', 'employee_id': 4, 'ship_region': None, 'total_price': 24.05, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Sierras de Granada 9993', 'ship_country': 'Mexico', 'shipped_date': '1996-07-25', 'required_date': '1996-08-15', 'total_discount': 0, 'ship_postal_code': '05022', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 55.09, 'order_id': 10260, 'ship_via': 1, 'ship_city': 'Köln', 'ship_name': 'Ottilies Käseladen', 'is_shipped': True, 'order_date': '1996-07-19', 'customer_id': 'OTTIK                                                                                                                                                                                                                                                           ', 'employee_id': 4, 'ship_region': None, 'total_price': 642.34, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Mehrheimerstr. 369', 'ship_country': 'Germany', 'shipped_date': '1996-07-29', 'required_date': '1996-08-16', 'total_discount': 3.75, 'ship_postal_code': '50739', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 55.09, 'order_id': 10260, 'ship_via': 1, 'ship_city': 'Köln', 'ship_name': 'Ottilies Käseladen', 'is_shipped': True, 'order_date': '1996-07-19', 'customer_id': 'OTTIK                                                                                                                                                                                                                                                           ', 'employee_id': 4, 'ship_region': None, 'total_price': 174.29, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Mehrheimerstr. 369', 'ship_country': 'Germany', 'shipped_date': '1996-07-29', 'required_date': '1996-08-16', 'total_discount': 4, 'ship_postal_code': '50739', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 55.09, 'order_id': 10260, 'ship_via': 1, 'ship_city': 'Köln', 'ship_name': 'Ottilies Käseladen', 'is_shipped': True, 'order_date': '1996-07-19', 'customer_id': 'OTTIK                                                                                                                                                                                                                                                           ', 'employee_id': 4, 'ship_region': None, 'total_price': 301.84, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Mehrheimerstr. 369', 'ship_country': 'Germany', 'shipped_date': '1996-07-29', 'required_date': '1996-08-16', 'total_discount': 5.25, 'ship_postal_code': '50739', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 55.09, 'order_id': 10260, 'ship_via': 1, 'ship_city': 'Köln', 'ship_name': 'Ottilies Käseladen', 'is_shipped': True, 'order_date': '1996-07-19', 'customer_id': 'OTTIK                                                                                                                                                                                                                                                           ', 'employee_id': 4, 'ship_region': None, 'total_price': 835.09, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Mehrheimerstr. 369', 'ship_country': 'Germany', 'shipped_date': '1996-07-29', 'required_date': '1996-08-16', 'total_discount': 0, 'ship_postal_code': '50739', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 3.05, 'order_id': 10261, 'ship_via': 2, 'ship_city': 'Rio de Janeiro', 'ship_name': 'Que Delícia', 'is_shipped': True, 'order_date': '1996-07-19', 'customer_id': 'QUEDE                                                                                                                                                                                                                                                           ', 'employee_id': 4, 'ship_region': 'RJ', 'total_price': 163.05, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Rua da Panificadora, 12', 'ship_country': 'Brazil', 'shipped_date': '1996-07-30', 'required_date': '1996-08-16', 'total_discount': 0, 'ship_postal_code': '02389-673', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 3.05, 'order_id': 10261, 'ship_via': 2, 'ship_city': 'Rio de Janeiro', 'ship_name': 'Que Delícia', 'is_shipped': True, 'order_date': '1996-07-19', 'customer_id': 'QUEDE                                                                                                                                                                                                                                                           ', 'employee_id': 4, 'ship_region': 'RJ', 'total_price': 291.05, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': 'Rua da Panificadora, 12', 'ship_country': 'Brazil', 'shipped_date': '1996-07-30', 'required_date': '1996-08-16', 'total_discount': 0, 'ship_postal_code': '02389-673', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 48.29, 'order_id': 10262, 'ship_via': 3, 'ship_city': 'Albuquerque', 'ship_name': 'Rattlesnake Canyon Grocery', 'is_shipped': True, 'order_date': '1996-07-22', 'customer_id': 'RATTC                                                                                                                                                                                                                                                           ', 'employee_id': 8, 'ship_region': 'NM', 'total_price': 249.89, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': '2817 Milton Dr.', 'ship_country': 'USA', 'shipped_date': '1996-07-25', 'required_date': '1996-08-19', 'total_discount': 2.4, 'ship_postal_code': '87110', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 48.29, 'order_id': 10262, 'ship_via': 3, 'ship_city': 'Albuquerque', 'ship_name': 'Rattlesnake Canyon Grocery', 'is_shipped': True, 'order_date': '1996-07-22', 'customer_id': 'RATTC                                                                                                                                                                                                                                                           ', 'employee_id': 8, 'ship_region': 'NM', 'total_price': 109.09, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': '2817 Milton Dr.', 'ship_country': 'USA', 'shipped_date': '1996-07-25', 'required_date': '1996-08-19', 'total_discount': 0, 'ship_postal_code': '87110', 'is_shipped_on_time': True}"
2019-08-22 03:00:46.995782+00:00,INSERT,data_pipeline,,"{'freight': 48.29, 'order_id': 10262, 'ship_via': 3, 'ship_city': 'Albuquerque', 'ship_name': 'Rattlesnake Canyon Grocery', 'is_shipped': True, 'order_date': '1996-07-22', 'customer_id': 'RATTC                                                                                                                                                                                                                                                           ', 'employee_id': 8, 'ship_region': 'NM', 'total_price': 408.29, 'delivery_key': '45502607b8706d9874d408d798c3b211', 'ship_address': '2817 Milton Dr.', 'ship_country': 'USA', 'shipped_date': '1996-07-25', 'required_date': '1996-08-19', 'total_discount': 0, 'ship_postal_code': '87110', 'is_shipped_on_time': True}"
