order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,delivery_key,is_shipped,is_shipped_on_time,total_discount,total_price
10251,VICTE                                                                                                                                                                                                                                                           ,3,1996-07-08,1996-08-05,1996-07-15,1,41.34,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,45502607b8706d9874d408d798c3b211,True,True,0.750000011175871,274.590003013611
10252,SUPRD                                                                                                                                                                                                                                                           ,4,1996-07-09,1996-08-06,1996-07-11,2,51.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,45502607b8706d9874d408d798c3b211,True,True,1.25000001862645,100.050000429153
10252,SUPRD                                                                                                                                                                                                                                                           ,4,1996-07-09,1996-08-06,1996-07-11,2,51.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,45502607b8706d9874d408d798c3b211,True,True,2.00000002980232,2641.29999923706
10252,SUPRD                                                                                                                                                                                                                                                           ,4,1996-07-09,1996-08-06,1996-07-11,2,51.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,45502607b8706d9874d408d798c3b211,True,True,0.0,1139.30002975464
10253,HANAR                                                                                                                                                                                                                                                           ,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,45502607b8706d9874d408d798c3b211,True,True,0.0,698.169998168945
10253,HANAR                                                                                                                                                                                                                                                           ,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,45502607b8706d9874d408d798c3b211,True,True,0.0,258.169998168945
10253,HANAR                                                                                                                                                                                                                                                           ,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,45502607b8706d9874d408d798c3b211,True,True,0.0,662.969982147217
10254,CHOPS                                                                                                                                                                                                                                                           ,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,45502607b8706d9874d408d798c3b211,True,True,3.15000012516975,423.030023574829
10254,CHOPS                                                                                                                                                                                                                                                           ,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,45502607b8706d9874d408d798c3b211,True,True,0.0,190.979999542236
10254,CHOPS                                                                                                                                                                                                                                                           ,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,45502607b8706d9874d408d798c3b211,True,True,2.25000008940697,74.7299966812134
10255,RICSU                                                                                                                                                                                                                                                           ,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,45502607b8706d9874d408d798c3b211,True,True,0.0,452.329998016357
10255,RICSU                                                                                                                                                                                                                                                           ,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,45502607b8706d9874d408d798c3b211,True,True,0.0,528.329997062683
10255,RICSU                                                                                                                                                                                                                                                           ,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,45502607b8706d9874d408d798c3b211,True,True,0.0,634.829988479614
10255,RICSU                                                                                                                                                                                                                                                           ,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,45502607b8706d9874d408d798c3b211,True,True,0.0,1468.33000183105
10256,WELLI                                                                                                                                                                                                                                                           ,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,45502607b8706d9874d408d798c3b211,True,True,0.0,406.970011711121
10256,WELLI                                                                                                                                                                                                                                                           ,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,45502607b8706d9874d408d798c3b211,True,True,0.0,138.769995689392
10257,HILAA                                                                                                                                                                                                                                                           ,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,45502607b8706d9874d408d798c3b211,True,True,0.0,959.409965515137
10257,HILAA                                                                                                                                                                                                                                                           ,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,45502607b8706d9874d408d798c3b211,True,True,0.0,237.909997940063
10257,HILAA                                                                                                                                                                                                                                                           ,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,45502607b8706d9874d408d798c3b211,True,True,0.0,168.310001373291
10258,ERNSH                                                                                                                                                                                                                                                           ,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,45502607b8706d9874d408d798c3b211,True,True,13.0000001937151,1232.50994491577
10258,ERNSH                                                                                                                                                                                                                                                           ,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,45502607b8706d9874d408d798c3b211,True,True,1.20000001788139,292.909992218018
10258,ERNSH                                                                                                                                                                                                                                                           ,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,45502607b8706d9874d408d798c3b211,True,True,10.0000001490116,890.509994506836
10259,CENTC                                                                                                                                                                                                                                                           ,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,05022,Mexico,45502607b8706d9874d408d798c3b211,True,True,0.0,83.25
10259,CENTC                                                                                                                                                                                                                                                           ,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,05022,Mexico,45502607b8706d9874d408d798c3b211,True,True,0.0,24.0499992370605
10260,OTTIK                                                                                                                                                                                                                                                           ,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,45502607b8706d9874d408d798c3b211,True,True,3.75,642.340023040771
10260,OTTIK                                                                                                                                                                                                                                                           ,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,45502607b8706d9874d408d798c3b211,True,True,4.0,174.28999710083
10260,OTTIK                                                                                                                                                                                                                                                           ,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,45502607b8706d9874d408d798c3b211,True,True,5.25,301.840000152588
10260,OTTIK                                                                                                                                                                                                                                                           ,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,45502607b8706d9874d408d798c3b211,True,True,0.0,835.090019226074
10261,QUEDE                                                                                                                                                                                                                                                           ,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,45502607b8706d9874d408d798c3b211,True,True,0.0,163.049999952316
10261,QUEDE                                                                                                                                                                                                                                                           ,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,45502607b8706d9874d408d798c3b211,True,True,0.0,291.049992322922
10262,RATTC                                                                                                                                                                                                                                                           ,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,45502607b8706d9874d408d798c3b211,True,True,2.40000003576279,249.889991760254
10262,RATTC                                                                                                                                                                                                                                                           ,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,45502607b8706d9874d408d798c3b211,True,True,0.0,109.090000152588
10262,RATTC                                                                                                                                                                                                                                                           ,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,45502607b8706d9874d408d798c3b211,True,True,0.0,408.290000915527
10263,ERNSH                                                                                                                                                                                                                                                           ,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,45502607b8706d9874d408d798c3b211,True,True,9.0,425.059997558594
10263,ERNSH                                                                                                                                                                                                                                                           ,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,45502607b8706d9874d408d798c3b211,True,True,0.0,246.859994888306
10263,ERNSH                                                                                                                                                                                                                                                           ,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,45502607b8706d9874d408d798c3b211,True,True,15.0,1373.06004333496
10263,ERNSH                                                                                                                                                                                                                                                           ,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,45502607b8706d9874d408d798c3b211,True,True,15.0,965.05997467041
10264,FOLKO                                                                                                                                                                                                                                                           ,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,45502607b8706d9874d408d798c3b211,True,False,3.75000014901161,192.419992923737
10264,FOLKO                                                                                                                                                                                                                                                           ,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,45502607b8706d9874d408d798c3b211,True,False,0.0,535.669993400574
10265,BLONP                                                                                                                                                                                                                                                           ,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,45502607b8706d9874d408d798c3b211,True,True,0.0,295.279998779297
10265,BLONP                                                                                                                                                                                                                                                           ,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,45502607b8706d9874d408d798c3b211,True,True,0.0,991.28002166748
10266,WARTH                                                                                                                                                                                                                                                           ,3,1996-07-26,1996-09-06,1996-07-31,3,25.73,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,45502607b8706d9874d408d798c3b211,True,True,0.600000008940697,389.930004119873
10267,FRANK                                                                                                                                                                                                                                                           ,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,45502607b8706d9874d408d798c3b211,True,True,0.0,943.579992294312
10267,FRANK                                                                                                                                                                                                                                                           ,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,45502607b8706d9874d408d798c3b211,True,True,2.25000008940697,422.330001831055
10267,FRANK                                                                                                                                                                                                                                                           ,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,45502607b8706d9874d408d798c3b211,True,True,10.5000004172325,3278.07989501953
10268,GROSR                                                                                                                                                                                                                                                           ,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,45502607b8706d9874d408d798c3b211,True,True,0.0,177.48999786377
10268,GROSR                                                                                                                                                                                                                                                           ,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,45502607b8706d9874d408d798c3b211,True,True,0.0,1056.29000091553
10269,WHITC                                                                                                                                                                                                                                                           ,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,45502607b8706d9874d408d798c3b211,True,True,1.00000001490116,559.55999994278
10269,WHITC                                                                                                                                                                                                                                                           ,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,45502607b8706d9874d408d798c3b211,True,True,3.00000004470348,121.560002803802
10270,WARTH                                                                                                                                                                                                                                                           ,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,45502607b8706d9874d408d798c3b211,True,True,0.0,1056.53997421265
10270,WARTH                                                                                                                                                                                                                                                           ,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,45502607b8706d9874d408d798c3b211,True,True,0.0,592.539987564087
10271,SPLIR                                                                                                                                                                                                                                                           ,6,1996-08-01,1996-08-29,1996-08-30,2,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,45502607b8706d9874d408d798c3b211,True,False,0.0,52.539999961853
10272,RATTC                                                                                                                                                                                                                                                           ,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,45502607b8706d9874d408d798c3b211,True,True,0.0,765.22998046875
10272,RATTC                                                                                                                                                                                                                                                           ,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,45502607b8706d9874d408d798c3b211,True,True,0.0,486.830017089844
10272,RATTC                                                                                                                                                                                                                                                           ,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,45502607b8706d9874d408d798c3b211,True,True,0.0,498.029998779297
10273,QUICK                                                                                                                                                                                                                                                           ,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,45502607b8706d9874d408d798c3b211,True,True,0.750000011175871,225.319996833801
10273,QUICK                                                                                                                                                                                                                                                           ,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,45502607b8706d9874d408d798c3b211,True,True,3.00000004470348,955.069976806641
10273,QUICK                                                                                                                                                                                                                                                           ,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,45502607b8706d9874d408d798c3b211,True,True,1.20000001788139,670.069999694824
10273,QUICK                                                                                                                                                                                                                                                           ,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,45502607b8706d9874d408d798c3b211,True,True,0.0,116.069999694824
10273,QUICK                                                                                                                                                                                                                                                           ,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,45502607b8706d9874d408d798c3b211,True,True,1.65000002458692,549.619980812073
10274,VINET                                                                                                                                                                                                                                                           ,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,45502607b8706d9874d408d798c3b211,True,True,0.0,350.010015487671
10274,VINET                                                                                                                                                                                                                                                           ,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,45502607b8706d9874d408d798c3b211,True,True,0.0,200.609994888306
10275,MAGAA                                                                                                                                                                                                                                                           ,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,45502607b8706d9874d408d798c3b211,True,True,0.600000008940697,69.5299997329712
10275,MAGAA                                                                                                                                                                                                                                                           ,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,45502607b8706d9874d408d798c3b211,True,True,0.300000004470348,290.630004882812
10276,TORTU                                                                                                                                                                                                                                                           ,8,1996-08-08,1996-08-22,1996-08-14,3,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,45502607b8706d9874d408d798c3b211,True,True,0.0,385.839988708496
10276,TORTU                                                                                                                                                                                                                                                           ,8,1996-08-08,1996-08-22,1996-08-14,3,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,45502607b8706d9874d408d798c3b211,True,True,0.0,61.8400020599365
10277,MORGK                                                                                                                                                                                                                                                           ,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,45502607b8706d9874d408d798c3b211,True,True,0.0,853.770027160645
10277,MORGK                                                                                                                                                                                                                                                           ,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,45502607b8706d9874d408d798c3b211,True,True,0.0,598.570014953613
10278,BERGS                                                                                                                                                                                                                                                           ,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,45502607b8706d9874d408d798c3b211,True,True,0.0,340.690002441406
10278,BERGS                                                                                                                                                                                                                                                           ,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,45502607b8706d9874d408d798c3b211,True,True,0.0,373.489990234375
10278,BERGS                                                                                                                                                                                                                                                           ,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,45502607b8706d9874d408d798c3b211,True,True,0.0,752.690002441406
10278,BERGS                                                                                                                                                                                                                                                           ,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,45502607b8706d9874d408d798c3b211,True,True,0.0,392.690002441406
10279,LEHMS                                                                                                                                                                                                                                                           ,8,1996-08-13,1996-09-10,1996-08-16,2,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,45502607b8706d9874d408d798c3b211,True,True,3.75,490.080011367798
10280,BERGS                                                                                                                                                                                                                                                           ,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,45502607b8706d9874d408d798c3b211,True,False,0.0,392.980014801025
10280,BERGS                                                                                                                                                                                                                                                           ,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,45502607b8706d9874d408d798c3b211,True,False,0.0,194.97999382019
10280,BERGS                                                                                                                                                                                                                                                           ,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,45502607b8706d9874d408d798c3b211,True,False,0.0,52.1799983978271
10281,ROMEY                                                                                                                                                                                                                                                           ,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,45502607b8706d9874d408d798c3b211,True,True,0.0,10.2400002479553
10281,ROMEY                                                                                                                                                                                                                                                           ,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,45502607b8706d9874d408d798c3b211,True,True,0.0,60.5399985313416
10281,ROMEY                                                                                                                                                                                                                                                           ,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,45502607b8706d9874d408d798c3b211,True,True,0.0,24.5399994850159
10282,ROMEY                                                                                                                                                                                                                                                           ,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,45502607b8706d9874d408d798c3b211,True,True,0.0,43.8900003433228
10282,ROMEY                                                                                                                                                                                                                                                           ,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,45502607b8706d9874d408d798c3b211,True,True,0.0,136.89000415802
10283,LILAS                                                                                                                                                                                                                                                           ,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,45502607b8706d9874d408d798c3b211,True,True,0.0,216.210000991821
10283,LILAS                                                                                                                                                                                                                                                           ,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,45502607b8706d9874d408d798c3b211,True,True,0.0,332.809989929199
10283,LILAS                                                                                                                                                                                                                                                           ,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,45502607b8706d9874d408d798c3b211,True,True,0.0,168.209995269775
10283,LILAS                                                                                                                                                                                                                                                           ,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,45502607b8706d9874d408d798c3b211,True,True,0.0,1036.81002426147
10284,LEHMS                                                                                                                                                                                                                                                           ,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,45502607b8706d9874d408d798c3b211,True,True,1.25,131.309996604919
10284,LEHMS                                                                                                                                                                                                                                                           ,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,45502607b8706d9874d408d798c3b211,True,True,0.0,402.059997558594
10284,LEHMS                                                                                                                                                                                                                                                           ,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,45502607b8706d9874d408d798c3b211,True,True,5.0,615.560012817383
10284,LEHMS                                                                                                                                                                                                                                                           ,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,45502607b8706d9874d408d798c3b211,True,True,3.75,599.30997467041
10285,QUICK                                                                                                                                                                                                                                                           ,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,45502607b8706d9874d408d798c3b211,True,True,8.00000011920929,656.830001831055
10285,QUICK                                                                                                                                                                                                                                                           ,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,45502607b8706d9874d408d798c3b211,True,True,9.00000013411045,715.829993247986
10285,QUICK                                                                                                                                                                                                                                                           ,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,45502607b8706d9874d408d798c3b211,True,True,7.20000010728836,1012.83000183105
10286,QUICK                                                                                                                                                                                                                                                           ,8,1996-08-21,1996-09-18,1996-08-30,3,229.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,45502607b8706d9874d408d798c3b211,True,True,0.0,1669.23996734619
